Geneid	a10	a15	a16	a17	a18	a19	a20	a9
ENSMUSG00000103717	5	0	6	1	0	4	1	8
ENSMUSG00000103771	1	0	0	0	0	2	0	2
ENSMUSG00000102837	2	0	0	0	0	0	0	0
ENSMUSG00000077419	0	0	0	0	0	0	0	0
ENSMUSG00000102833	0	4	0	6	6	8	6	0
ENSMUSG00000026489	2039	186	301	234	163	2006	2458	1349
ENSMUSG00000104520	0	0	0	0	0	0	0	0
ENSMUSG00000025938	32	66	64	28	48	28	32	46
ENSMUSG00000026159	2326	2606	3028	2630	2878	2401	3021	2325
ENSMUSG00000104518	0	0	0	0	0	0	0	0
ENSMUSG00000069620	0	0	0	0	0	0	0	0
ENSMUSG00000099498	0	0	0	0	0	0	0	0
ENSMUSG00000113880	4	2	4	0	2	14	4	12
ENSMUSG00000113973	0	0	0	0	0	0	0	0
ENSMUSG00000113846	0	0	0	0	0	0	0	0
ENSMUSG00000113084	0	0	0	0	0	0	0	0
ENSMUSG00000042414	36	34	36	44	61	42	73	30
ENSMUSG00000113925	0	0	0	0	0	0	0	0
ENSMUSG00000114011	0	0	0	0	0	0	0	0
ENSMUSG00000113097	0	0	0	0	0	0	0	0
ENSMUSG00000101784	0	0	0	0	0	0	0	0
ENSMUSG00000038496	10	8	2	6	24	22	20	8
ENSMUSG00000100432	0	0	0	0	0	2	0	0
ENSMUSG00000100190	0	0	0	0	0	0	0	0
ENSMUSG00000113267	0	0	0	0	0	0	0	0
ENSMUSG00000104423	0	0	0	0	0	0	0	0
ENSMUSG00000101315	0	0	0	0	0	0	0	0
ENSMUSG00000099691	0	0	0	0	0	0	0	0
ENSMUSG00000026166	20	90	66	180	357	60	30	94
ENSMUSG00000101173	1	0	0	0	0	0	0	0
ENSMUSG00000064302	1457	961	1547	1200	1216	1558	2199	1956
ENSMUSG00000077257	0	0	0	0	0	0	0	0
ENSMUSG00000107722	0	0	6	0	2	0	0	2
ENSMUSG00000080542	0	0	0	0	0	0	0	0
ENSMUSG00000100770	0	0	0	0	0	0	0	4
ENSMUSG00000053161	10	0	0	0	0	6	0	2
ENSMUSG00000101896	0	0	0	0	0	0	0	0
ENSMUSG00002075005	0	0	0	0	0	0	0	0
ENSMUSG00000026466	1812	1969	2526	2165	2611	1841	2158	1784
ENSMUSG00000102964	0	2	7	6	3	8	4	6
ENSMUSG00000026380	15729	6637	8734	6776	6484	16375	18644	11984
ENSMUSG00002076551	0	0	0	0	0	0	2	0
ENSMUSG00000101624	4	0	2	0	0	0	0	5
ENSMUSG00000088363	0	0	0	0	0	0	0	0
ENSMUSG00000100040	0	0	0	0	0	0	0	0
ENSMUSG00000010609	629	649	767	668	677	686	719	595
ENSMUSG00000055676	79	18	16	31	31	87	82	57
ENSMUSG00000026163	72	14	20	10	10	86	82	91
ENSMUSG00000079140	0	0	0	0	0	0	0	0
ENSMUSG00000104374	0	0	0	0	0	0	0	0
ENSMUSG00000104219	0	0	0	0	0	0	0	0
ENSMUSG00000100580	0	0	0	0	0	0	0	0
ENSMUSG00000038855	1705	725	1005	947	766	1758	2047	1674
ENSMUSG00002076780	0	0	0	0	0	0	0	0
ENSMUSG00000104388	4	0	2	4	4	6	4	4
ENSMUSG00000077736	0	0	0	0	0	0	0	0
ENSMUSG00000103123	0	0	0	0	2	0	0	2
ENSMUSG00000103772	0	0	0	0	2	0	0	3
ENSMUSG00000053963	3017	430	583	405	331	2155	2358	2396
ENSMUSG00000104210	1	0	0	0	0	0	0	0
ENSMUSG00000102608	4	0	0	2	2	0	0	2
ENSMUSG00000045658	702	454	536	422	328	639	779	409
ENSMUSG00000050565	11096	7539	9852	7436	9045	8498	10884	11684
ENSMUSG00000102750	0	0	0	0	0	0	0	0
ENSMUSG00000101934	0	0	0	0	0	0	0	0
ENSMUSG00000098851	0	0	0	0	0	0	0	0
ENSMUSG00000015484	64	26	28	36	4	79	56	87
ENSMUSG00000048402	266	86	150	136	82	330	485	242
ENSMUSG00000098273	0	0	0	0	0	0	0	0
ENSMUSG00000097408	0	0	0	0	2	0	2	0
ENSMUSG00000096939	0	0	0	0	0	0	0	0
ENSMUSG00000100767	0	0	0	0	0	0	0	0
ENSMUSG00000099860	0	0	0	0	0	0	0	0
ENSMUSG00000101179	0	0	0	0	0	0	0	0
ENSMUSG00000037035	58	238	220	219	224	52	38	34
ENSMUSG00000036766	158	40	53	72	48	220	232	202
ENSMUSG00000104396	0	0	0	0	0	0	0	0
ENSMUSG00000102481	0	0	0	0	0	0	0	0
ENSMUSG00000005886	3338	1483	2482	1859	1652	3049	3928	3243
ENSMUSG00000093254	0	0	0	0	0	0	0	0
ENSMUSG00000004451	3587	4918	4295	4467	4691	3741	4464	3705
ENSMUSG00000101437	1	4	0	0	0	1	0	0
ENSMUSG00000103506	0	3	0	0	0	2	3	0
ENSMUSG00000098447	19	11	0	2	9	6	15	21
ENSMUSG00000103495	0	0	0	0	0	0	0	0
ENSMUSG00002076346	0	0	0	0	0	0	0	0
ENSMUSG00000102639	0	0	0	0	0	0	0	0
ENSMUSG00000098923	544	533	606	525	568	574	601	602
ENSMUSG00000104170	0	0	0	0	1	2	0	0
ENSMUSG00000087782	0	0	0	0	0	0	0	0
ENSMUSG00000101731	0	0	0	2	0	0	4	0
ENSMUSG00000103085	2	0	4	4	0	2	2	2
ENSMUSG00000084505	0	0	0	0	0	0	0	0
ENSMUSG00000102664	2	0	0	0	8	0	0	0
ENSMUSG00000101476	0	0	0	0	0	0	0	0
ENSMUSG00000101171	0	0	0	0	0	0	0	0
ENSMUSG00000026496	1718	1811	2259	2229	2173	2136	2905	1599
ENSMUSG00000025935	4444	6679	6848	6591	6516	5655	6907	4337
ENSMUSG00000025937	1674	1328	1420	1516	1368	1730	2410	1494
ENSMUSG00000102982	14	6	6	8	13	10	11	10
ENSMUSG00000067813	105	280	299	291	434	83	110	110
ENSMUSG00000077368	0	0	0	0	0	0	0	0
ENSMUSG00000097711	2	0	0	0	0	0	6	0
ENSMUSG00000102166	0	0	0	0	0	0	0	0
ENSMUSG00002075174	0	0	0	0	0	0	0	0
ENSMUSG00000104209	0	0	0	0	0	0	0	0
ENSMUSG00000101523	38	32	44	28	40	60	66	42
ENSMUSG00000026596	1289	722	1292	857	1233	975	1199	1122
ENSMUSG00000104293	2	2	0	4	2	2	0	2
ENSMUSG00000026219	7890	5588	8460	6204	7062	7569	9503	8012
ENSMUSG00000103505	2	0	0	2	6	8	2	0
ENSMUSG00000104503	2	2	2	0	0	3	8	0
ENSMUSG00000073633	211	81	89	96	77	297	318	196
ENSMUSG00000026220	4	0	0	2	0	2	2	2
ENSMUSG00000118590	6	4	6	0	12	0	3	0
ENSMUSG00000099693	0	0	0	0	2	0	0	0
ENSMUSG00000026104	786	3366	4133	3381	4821	667	727	920
ENSMUSG00000026383	811	616	688	659	672	710	953	609
ENSMUSG00000099569	5	2	0	2	4	0	2	2
ENSMUSG00000102687	0	0	0	0	0	0	0	0
ENSMUSG00000060519	2145	1911	2346	1872	3318	1962	2705	1831
ENSMUSG00000060743	16844	16585	17430	15527	15120	15591	17377	14442
ENSMUSG00000073485	16	6	6	12	5	40	28	22
ENSMUSG00000084558	2	0	0	0	0	0	0	2
ENSMUSG00000038806	1038	1110	1156	1068	1160	1156	1197	786
ENSMUSG00000052477	4	14	16	16	30	5	7	10
ENSMUSG00000103979	8	0	0	0	0	0	2	1
ENSMUSG00000064281	4	6	2	8	4	10	0	11
ENSMUSG00002076475	0	0	0	0	0	0	0	0
ENSMUSG00000118640	0	1	11	0	1	0	0	0
ENSMUSG00000104251	0	0	0	0	0	0	0	0
ENSMUSG00000061852	0	6	2	1	9	4	0	0
ENSMUSG00000089976	0	0	0	0	1	2	0	0
ENSMUSG00000033557	9163	5337	6947	6132	5642	8954	10113	8527
ENSMUSG00000102961	0	0	0	0	0	0	0	0
ENSMUSG00000046057	4	8	6	2	2	3	4	2
ENSMUSG00000101279	0	1	7	2	18	2	4	0
ENSMUSG00000066652	0	1	0	0	0	0	0	0
ENSMUSG00000025932	18	6	3	16	16	18	22	50
ENSMUSG00002075819	0	0	0	0	0	0	0	0
ENSMUSG00000102588	0	0	1	0	0	0	0	0
ENSMUSG00000054493	0	8	7	6	8	9	5	6
ENSMUSG00000089844	4	33	16	22	23	18	8	11
ENSMUSG00000073631	0	0	1	0	0	0	0	0
ENSMUSG00000026520	1084	2444	2080	2368	2332	1132	1484	1023
ENSMUSG00000025930	35	60	83	83	61	42	28	36
ENSMUSG00000103492	0	0	0	0	0	0	2	0
ENSMUSG00000081201	5	2	2	2	2	0	6	0
ENSMUSG00000038793	219	146	154	149	123	177	270	128
ENSMUSG00000082193	6	12	26	18	10	20	30	26
ENSMUSG00000090128	0	0	0	0	0	0	0	0
ENSMUSG00000090186	0	0	0	0	0	0	0	0
ENSMUSG00000089716	0	0	1	0	1	2	0	0
ENSMUSG00000079457	0	2	4	1	6	5	2	0
ENSMUSG00000090252	2	0	0	0	2	0	0	0
ENSMUSG00000026384	980	634	988	764	675	911	1134	828
ENSMUSG00000091876	0	0	0	0	0	0	0	2
ENSMUSG00000103146	0	0	0	0	2	2	0	0
ENSMUSG00000100436	0	0	0	0	0	0	0	0
ENSMUSG00000091199	0	5	6	0	2	0	0	2
ENSMUSG00000090277	0	0	0	0	0	0	0	0
ENSMUSG00000100042	0	0	0	0	0	0	0	0
ENSMUSG00000089652	0	0	0	0	0	0	0	0
ENSMUSG00000100636	1	0	0	0	0	0	0	0
ENSMUSG00000089937	0	0	0	0	0	0	0	0
ENSMUSG00000101224	0	0	0	0	0	0	0	0
ENSMUSG00000118591	0	0	0	0	0	0	0	0
ENSMUSG00000036975	362	332	250	300	250	521	606	332
ENSMUSG00000101751	0	0	0	0	1	0	0	0
ENSMUSG00000089714	0	0	2	2	2	0	2	2
ENSMUSG00000118607	2	8	31	19	63	0	4	3
ENSMUSG00000118632	0	2	0	0	8	0	0	4
ENSMUSG00000094127	0	0	0	0	0	0	0	1
ENSMUSG00000032769	125	108	85	158	74	175	180	140
ENSMUSG00000088159	0	0	0	0	0	0	0	0
ENSMUSG00000073737	0	0	0	0	0	2	0	0
ENSMUSG00000092083	115	6	22	37	18	120	104	87
ENSMUSG00000102937	0	0	0	0	0	0	0	0
ENSMUSG00000104149	0	0	0	0	0	0	0	0
ENSMUSG00000088829	0	0	0	0	0	0	0	0
ENSMUSG00000026519	5615	3964	3894	3877	3873	5594	7855	3972
ENSMUSG00000085563	6	0	6	12	4	15	14	10
ENSMUSG00000103930	1	1	1	0	1	1	0	1
ENSMUSG00000036962	6	0	0	0	4	0	0	0
ENSMUSG00000092245	0	0	0	0	0	0	0	0
ENSMUSG00000070034	339	1021	1550	1274	2366	264	408	332
ENSMUSG00000090103	0	2	4	4	8	0	2	6
ENSMUSG00000026387	8	0	2	0	0	16	4	0
ENSMUSG00000038776	1254	352	286	303	247	1101	1736	947
ENSMUSG00000050777	1094	1816	1276	1406	1958	1336	1303	620
ENSMUSG00000103516	0	0	0	0	0	0	0	0
ENSMUSG00000102858	0	0	0	0	0	0	0	0
ENSMUSG00000038768	2	0	0	4	2	0	0	3
ENSMUSG00000104390	0	0	0	0	0	0	0	0
ENSMUSG00000103328	0	0	0	0	0	0	0	0
ENSMUSG00000102219	0	0	0	0	0	0	0	0
ENSMUSG00000070031	161	548	691	614	1202	176	183	159
ENSMUSG00000073628	0	0	0	2	0	0	2	0
ENSMUSG00000090246	6	7	19	2	26	6	3	2
ENSMUSG00000026516	1486	1035	1505	1363	1329	1548	1997	1518
ENSMUSG00000103178	0	0	0	0	0	0	0	0
ENSMUSG00000062169	2316	2725	2687	2355	2937	2136	2451	1928
ENSMUSG00000026103	4676	2571	3921	2768	3273	4429	4807	4035
ENSMUSG00000099648	0	0	0	0	0	0	0	0
ENSMUSG00000065192	0	0	0	0	0	0	0	0
ENSMUSG00000002881	2873	4108	4712	4411	5377	2883	3251	2985
ENSMUSG00000097833	12	15	12	6	11	6	0	12
ENSMUSG00000101501	2	2	4	8	5	0	10	0
ENSMUSG00000100120	0	0	0	1	1	0	0	0
ENSMUSG00000099878	2	0	0	0	0	0	0	0
ENSMUSG00000100007	2	2	0	0	4	2	0	0
ENSMUSG00000058665	0	0	0	0	0	0	0	0
ENSMUSG00000099957	0	0	0	0	2	0	0	0
ENSMUSG00000101700	0	0	0	0	0	0	0	0
ENSMUSG00000104332	0	0	0	0	0	0	0	0
ENSMUSG00000043015	267	208	220	226	208	288	345	311
ENSMUSG00000103630	6	10	8	8	0	14	8	6
ENSMUSG00000038733	8507	4574	5837	5081	5469	6941	7872	7798
ENSMUSG00000003721	2034	1857	2201	2022	1624	2149	2141	1721
ENSMUSG00000104253	20	10	20	16	12	42	60	44
ENSMUSG00000054135	22	15	12	2	2	16	8	24
ENSMUSG00000101791	4	10	18	23	4	17	11	2
ENSMUSG00000081214	10	10	8	18	16	20	6	2
ENSMUSG00000103260	0	0	0	0	0	0	2	0
ENSMUSG00000041439	8870	9022	12594	10945	10109	9391	10787	7459
ENSMUSG00000100302	0	0	0	0	1	0	8	0
ENSMUSG00000100230	4	5	1	0	2	0	0	6
ENSMUSG00000026514	0	0	0	0	0	0	2	2
ENSMUSG00000102276	0	0	0	0	0	0	0	0
ENSMUSG00000089888	0	0	0	0	0	0	0	0
ENSMUSG00000089927	0	0	0	0	0	0	0	0
ENSMUSG00000026102	1171	1126	1731	1328	1241	1448	1316	766
ENSMUSG00000050625	2	0	2	0	0	0	0	0
ENSMUSG00000041426	1308	850	1011	983	927	1279	1600	965
ENSMUSG00000089802	0	0	0	0	0	0	0	0
ENSMUSG00000026339	3204	2421	3383	2923	2946	3285	3890	2745
ENSMUSG00000085857	1	2	0	2	0	1	2	2
ENSMUSG00000083582	0	0	0	0	0	0	0	0
ENSMUSG00000050534	0	0	0	0	0	0	0	0
ENSMUSG00000081130	0	0	0	0	0	0	0	0
ENSMUSG00000043629	804	555	743	787	726	754	1024	380
ENSMUSG00000026100	2	0	0	0	0	4	4	4
ENSMUSG00000047369	37	10	8	20	33	12	31	23
ENSMUSG00000001674	920	1927	1903	1901	2156	1323	1425	1047
ENSMUSG00000103100	0	0	0	0	0	0	0	0
ENSMUSG00000064970	0	0	0	0	0	0	0	0
ENSMUSG00000102006	0	0	0	0	0	0	0	0
ENSMUSG00000102488	0	0	0	0	0	0	0	0
ENSMUSG00000083584	0	0	0	0	0	0	0	0
ENSMUSG00000100913	2	0	0	0	0	0	0	0
ENSMUSG00002076253	0	0	0	0	0	0	0	0
ENSMUSG00000099960	0	0	0	0	0	2	0	0
ENSMUSG00000089274	0	0	0	0	0	0	0	0
ENSMUSG00000103263	0	0	0	0	0	0	0	0
ENSMUSG00000089190	0	0	0	0	0	0	0	0
ENSMUSG00000099451	0	0	0	0	0	0	0	0
ENSMUSG00000104180	0	0	0	0	0	0	0	0
ENSMUSG00000100762	0	0	0	0	0	0	0	0
ENSMUSG00000026222	1199	1535	2187	1685	3223	733	1074	1265
ENSMUSG00000100405	0	0	2	4	6	0	8	2
ENSMUSG00000100525	0	0	0	0	0	0	0	0
ENSMUSG00000101495	0	0	0	0	0	0	0	0
ENSMUSG00002075189	0	0	0	0	0	0	0	0
ENSMUSG00000004880	2258	2764	3761	3333	3313	1985	2479	2074
ENSMUSG00002075457	0	0	1	0	0	1	0	0
ENSMUSG00000056699	10	6	1	12	4	20	12	4
ENSMUSG00000052760	163	152	153	204	305	84	123	146
ENSMUSG00000098634	0	0	0	0	0	0	0	0
ENSMUSG00002076791	0	0	0	0	0	0	0	0
ENSMUSG00000100217	0	0	0	0	0	0	0	1
ENSMUSG00002075989	0	0	0	0	0	0	0	0
ENSMUSG00000036707	12185	9968	11601	10397	11103	11698	13866	12032
ENSMUSG00000026223	4431	3750	3560	3746	3366	4437	5307	3732
ENSMUSG00000026224	2	0	0	5	0	2	2	0
ENSMUSG00000099767	0	0	4	1	12	0	4	8
ENSMUSG00000049608	82	115	206	197	278	95	90	99
ENSMUSG00000036815	399	43	86	69	30	432	429	321
ENSMUSG00000102801	1	0	2	0	0	0	0	0
ENSMUSG00000102681	0	0	0	0	0	0	0	2
ENSMUSG00000077472	0	0	0	0	0	0	0	0
ENSMUSG00000104410	0	0	0	0	0	0	0	0
ENSMUSG00000102521	0	0	0	0	0	0	0	0
ENSMUSG00000104205	0	0	0	0	0	0	0	0
ENSMUSG00000102902	0	0	0	0	0	0	0	0
ENSMUSG00000101985	0	0	0	0	0	0	0	0
ENSMUSG00000101994	0	0	0	0	0	0	0	0
ENSMUSG00000102940	0	0	0	0	0	0	0	0
ENSMUSG00000103914	0	0	0	0	0	0	0	0
ENSMUSG00000065340	0	0	0	0	0	0	0	0
ENSMUSG00000101006	0	0	0	0	0	0	0	0
ENSMUSG00000102240	0	0	0	0	0	0	0	0
ENSMUSG00000099574	0	0	0	0	0	0	0	0
ENSMUSG00000025939	1039	918	849	744	843	1051	1194	1024
ENSMUSG00000102457	2	0	0	0	0	9	1	10
ENSMUSG00000096141	11	4	2	1	2	6	3	6
ENSMUSG00000026094	3488	1778	2068	1852	2173	3473	3774	3235
ENSMUSG00000102405	0	0	0	0	0	2	0	0
ENSMUSG00000026341	15998	24778	26517	24275	28247	16496	19472	15690
ENSMUSG00000102063	21	2	2	3	4	13	13	9
ENSMUSG00000079658	1427	2034	1716	1895	2241	1484	1579	1444
ENSMUSG00000097744	0	0	0	0	0	0	0	0
ENSMUSG00000100959	0	0	0	0	0	0	0	0
ENSMUSG00000026342	7736	3841	5658	4495	3987	7588	6989	8715
ENSMUSG00000025940	1815	2067	1901	1927	1612	1976	2145	1721
ENSMUSG00000101015	0	0	0	0	0	0	0	0
ENSMUSG00000026343	158	214	273	196	223	154	187	283
ENSMUSG00000025779	163	229	225	193	263	164	189	157
ENSMUSG00000100093	0	0	0	0	0	0	0	0
ENSMUSG00000091020	4	2	0	2	4	0	4	2
ENSMUSG00000026344	6	1	8	0	6	19	12	12
ENSMUSG00000101640	0	0	0	0	0	0	0	0
ENSMUSG00000104133	0	0	0	0	0	0	0	0
ENSMUSG00000042686	61	20	22	22	10	68	60	72
ENSMUSG00000100110	0	0	0	0	0	0	0	0
ENSMUSG00000025777	124	24	28	28	26	124	94	107
ENSMUSG00000099899	0	0	0	0	2	0	0	2
ENSMUSG00000100272	0	0	0	0	0	0	0	0
ENSMUSG00000100398	0	0	3	8	0	0	0	0
ENSMUSG00000101589	4	0	0	4	4	4	2	0
ENSMUSG00000102048	0	0	0	0	0	0	0	0
ENSMUSG00000089534	0	0	0	0	0	0	0	0
ENSMUSG00000042807	118	26	42	55	36	145	186	119
ENSMUSG00000067780	143	81	112	99	78	150	163	123
ENSMUSG00000100053	2	0	0	0	0	0	6	2
ENSMUSG00000098443	0	0	0	0	0	0	0	0
ENSMUSG00000087949	0	0	0	0	0	0	0	0
ENSMUSG00000102868	0	0	0	0	0	0	0	0
ENSMUSG00000119657	0	0	0	0	0	0	0	0
ENSMUSG00000085125	2	0	0	0	0	6	0	4
ENSMUSG00000025776	53	4	7	2	10	35	45	45
ENSMUSG00000099895	0	0	0	0	0	0	0	0
ENSMUSG00000100554	0	0	0	0	0	0	0	0
ENSMUSG00000099473	0	0	0	0	0	0	0	0
ENSMUSG00000099591	0	0	0	0	0	0	0	0
ENSMUSG00000109887	0	0	0	0	0	2	0	0
ENSMUSG00000102001	0	0	0	0	0	0	0	0
ENSMUSG00000101717	0	0	0	0	0	0	0	0
ENSMUSG00000025983	2	0	0	4	6	0	0	8
ENSMUSG00000025774	0	0	0	0	0	0	0	0
ENSMUSG00000070977	0	0	0	0	0	0	0	0
ENSMUSG00000073735	0	0	0	0	0	0	0	0
ENSMUSG00000041303	726	614	824	771	770	940	1133	650
ENSMUSG00000109809	0	0	0	0	0	0	0	2
ENSMUSG00000049690	160	380	667	362	444	291	286	150
ENSMUSG00000067773	0	0	0	0	0	0	0	0
ENSMUSG00000101685	0	0	0	0	0	0	0	0
ENSMUSG00000101306	0	0	0	0	0	0	0	0
ENSMUSG00000104519	0	0	8	6	4	2	0	2
ENSMUSG00000088800	0	0	0	0	0	0	0	0
ENSMUSG00000102723	0	0	0	0	2	0	0	0
ENSMUSG00000101644	0	0	0	0	0	0	0	0
ENSMUSG00000103824	0	0	0	0	4	0	0	0
ENSMUSG00000099433	0	0	0	0	0	0	0	0
ENSMUSG00000101600	0	0	0	0	0	0	0	0
ENSMUSG00000089787	0	0	0	0	0	0	0	0
ENSMUSG00000022995	2058	724	904	769	743	2015	2181	1859
ENSMUSG00000101385	0	0	0	0	0	0	0	0
ENSMUSG00000103722	0	0	0	2	0	0	2	2
ENSMUSG00000103317	3	0	0	0	0	2	0	2
ENSMUSG00000102950	2	0	0	0	0	2	0	0
ENSMUSG00000042596	0	0	0	0	0	0	0	0
ENSMUSG00000102760	0	0	0	0	0	0	0	0
ENSMUSG00000100720	2	2	2	0	4	0	0	0
ENSMUSG00000073678	1099	945	864	972	908	945	1328	982
ENSMUSG00000103379	0	0	0	0	0	0	0	0
ENSMUSG00000104136	2	0	0	0	0	0	0	0
ENSMUSG00000101130	0	0	0	0	0	0	0	0
ENSMUSG00000026511	3040	4530	4010	4149	4515	3025	3542	2612
ENSMUSG00000103018	0	0	0	0	0	0	0	0
ENSMUSG00000091013	0	0	0	0	0	0	0	0
ENSMUSG00000036155	5838	2890	3735	3302	3337	6621	8358	4378
ENSMUSG00000104039	0	0	0	0	0	0	0	2
ENSMUSG00000038633	1575	1894	2083	1914	1818	1555	1892	1312
ENSMUSG00000104378	8	3	3	6	4	15	12	10
ENSMUSG00000099471	36	46	50	34	54	62	46	28
ENSMUSG00000106307	0	0	0	0	0	0	0	0
ENSMUSG00002075922	0	0	0	0	0	0	0	0
ENSMUSG00000065687	0	0	0	0	0	0	0	0
ENSMUSG00000103390	2	0	0	0	0	0	0	0
ENSMUSG00000026594	2359	1745	2336	1907	2034	2313	2854	2402
ENSMUSG00000025927	0	0	0	0	0	0	0	0
ENSMUSG00000100538	0	0	0	0	0	0	0	0
ENSMUSG00000101117	0	0	0	0	0	0	0	0
ENSMUSG00000100204	0	0	0	0	0	0	0	0
ENSMUSG00002076883	0	0	0	0	0	0	0	0
ENSMUSG00000102597	0	0	0	0	0	0	0	0
ENSMUSG00000101964	0	0	0	0	0	0	4	0
ENSMUSG00000047539	1437	1204	1515	1243	1230	1480	1632	1298
ENSMUSG00000097260	0	0	0	0	0	0	0	0
ENSMUSG00000073482	1	4	2	0	0	0	2	0
ENSMUSG00000033544	112	16	15	11	2	111	105	85
ENSMUSG00000103303	0	0	0	0	0	0	0	4
ENSMUSG00000102960	0	0	0	0	0	0	0	0
ENSMUSG00000101905	10	2	0	8	16	6	11	9
ENSMUSG00000101768	0	0	1	0	0	2	0	0
ENSMUSG00000103325	2	0	2	0	0	0	3	0
ENSMUSG00000026347	24	15	16	18	14	22	10	9
ENSMUSG00000026348	0	0	0	0	0	2	2	0
ENSMUSG00000102014	1	1	0	0	2	1	2	0
ENSMUSG00000026510	2044	1186	1868	1355	1326	2024	2748	1915
ENSMUSG00000043760	116	68	104	59	66	127	131	91
ENSMUSG00000091806	0	0	0	0	0	0	0	0
ENSMUSG00000101853	0	0	0	0	0	0	0	0
ENSMUSG00000104095	0	0	0	0	0	0	0	0
ENSMUSG00000089914	0	0	0	0	0	0	0	0
ENSMUSG00000090142	4	0	0	2	2	4	2	0
ENSMUSG00000070175	0	0	0	0	0	0	0	0
ENSMUSG00000099906	0	0	0	0	0	0	0	0
ENSMUSG00000065559	0	0	0	0	0	0	0	0
ENSMUSG00000065480	0	0	0	0	0	0	0	0
ENSMUSG00000025929	2	42	22	60	42	0	0	0
ENSMUSG00000026349	3273	1352	2014	1615	1920	3003	3419	2611
ENSMUSG00000041872	8	10	8	20	61	0	0	2
ENSMUSG00000052331	1007	776	1162	915	989	802	1043	1043
ENSMUSG00000026234	12278	17038	22206	21224	27397	14896	16401	11738
ENSMUSG00000101674	2	0	0	0	0	0	0	0
ENSMUSG00000102503	2	0	0	0	0	4	0	4
ENSMUSG00000064837	0	0	0	0	0	0	0	0
ENSMUSG00002075552	0	0	0	0	0	0	0	0
ENSMUSG00000104627	0	0	0	0	0	0	0	0
ENSMUSG00000102642	0	0	2	0	0	0	4	0
ENSMUSG00002076827	0	0	0	0	0	0	0	0
ENSMUSG00000064823	0	0	0	0	0	0	0	0
ENSMUSG00000073627	51	14	47	24	54	20	36	31
ENSMUSG00000026509	3067	3848	3455	3564	4896	3243	4427	2831
ENSMUSG00000110510	1	0	0	0	0	0	0	0
ENSMUSG00000102234	0	0	0	0	0	0	0	0
ENSMUSG00000104415	6	0	6	0	2	0	0	8
ENSMUSG00000026237	15	6	12	11	7	50	44	33
ENSMUSG00000036574	0	0	0	0	0	0	0	0
ENSMUSG00000101328	0	0	0	0	0	0	0	0
ENSMUSG00000051590	7	4	8	22	10	14	9	14
ENSMUSG00000041859	1139	2440	2938	2990	2875	1415	2275	1078
ENSMUSG00000099714	0	0	0	0	0	0	0	0
ENSMUSG00000102121	0	0	0	0	0	0	0	0
ENSMUSG00000088858	0	0	0	0	0	0	0	0
ENSMUSG00000097934	3	2	0	4	0	2	12	1
ENSMUSG00000026592	0	0	0	0	0	0	0	0
ENSMUSG00000109913	0	0	0	2	0	0	0	0
ENSMUSG00000025982	13518	9045	11551	9861	11131	11710	15633	11520
ENSMUSG00000103030	12	3	13	16	18	14	10	11
ENSMUSG00000026238	25451	42426	45838	44321	50399	36312	33932	22940
ENSMUSG00000025931	981	1295	1464	1345	457	1045	1022	1499
ENSMUSG00000077314	0	0	0	0	0	0	0	0
ENSMUSG00000100929	2	0	1	0	0	4	4	0
ENSMUSG00000041809	50	16	38	12	16	39	53	51
ENSMUSG00000026239	617	659	558	585	664	703	708	619
ENSMUSG00000102927	4	0	2	0	0	0	0	1
ENSMUSG00000025981	1041	1203	1211	1196	1614	981	1031	1058
ENSMUSG00000101122	39	15	14	16	31	22	24	28
ENSMUSG00000041779	549	358	627	433	571	602	676	569
ENSMUSG00000099971	0	0	0	0	0	0	0	0
ENSMUSG00000100819	0	0	0	1	0	4	0	1
ENSMUSG00000036104	2801	2151	2453	2323	2042	3113	3448	2456
ENSMUSG00000025933	181	104	31	86	97	182	195	158
ENSMUSG00000102633	0	0	0	0	0	0	0	0
ENSMUSG00000026240	739	758	887	842	953	830	930	713
ENSMUSG00002075077	0	0	0	0	0	0	0	0
ENSMUSG00000103609	4	0	0	0	0	0	0	0
ENSMUSG00000070565	721	228	427	330	248	806	940	644
ENSMUSG00000026241	0	6	8	8	10	1	10	2
ENSMUSG00000102326	2	0	0	0	0	0	0	0
ENSMUSG00000102391	0	0	0	0	0	0	0	0
ENSMUSG00000087632	0	2	2	0	0	0	0	0
ENSMUSG00000103808	0	0	0	0	0	0	0	0
ENSMUSG00000025980	11954	21176	22932	21184	24171	12159	14923	14073
ENSMUSG00000073676	2937	6167	5864	5613	7114	3121	3797	2975
ENSMUSG00000100736	0	0	0	0	0	0	0	0
ENSMUSG00000089670	4	0	0	0	2	0	0	4
ENSMUSG00000025934	597	638	464	829	1006	579	763	976
ENSMUSG00000099343	0	0	0	0	2	0	6	0
ENSMUSG00000096375	0	0	0	0	2	0	0	0
ENSMUSG00000036086	214	138	122	137	125	307	254	343
ENSMUSG00000099760	13	2	1	4	0	6	7	9
ENSMUSG00000104164	50	6	1	4	8	16	28	50
ENSMUSG00000058603	40	68	54	64	40	60	58	32
ENSMUSG00000102782	2	0	0	0	0	0	0	0
ENSMUSG00000103999	0	0	0	0	0	0	0	0
ENSMUSG00000033488	484	143	122	165	110	522	543	364
ENSMUSG00000087093	0	0	0	0	0	0	0	0
ENSMUSG00000093963	0	0	0	0	0	0	5	0
ENSMUSG00000067750	10	130	62	60	24	6	4	8
