Geneid	D4_131	D4_182	D4_184	D4_187	D4_195	D4_284	D4_321	D4_326	D4_87
ENSMUSG00000101450	16	11	9	18	0	6	16	23	0
ENSMUSG00000026149	8002	7988	5458	10619	8633	6333	10685	8702	6065
ENSMUSG00000114299	0	0	0	0	0	0	2	0	0
ENSMUSG00000099771	0	0	0	0	0	0	0	0	0
ENSMUSG00000102280	0	6	0	0	2	0	0	0	0
ENSMUSG00000100170	2	22	33	0	4	3	2	6	2
ENSMUSG00000100744	4	6	15	9	2	10	9	11	0
ENSMUSG00002074851	0	0	0	0	0	0	0	0	0
ENSMUSG00000026469	3491	3479	3611	1802	3489	3121	3429	3978	1840
ENSMUSG00002076398	0	2	0	0	2	0	0	1	0
ENSMUSG00000018417	463	569	312	1028	342	436	1464	764	414
ENSMUSG00000101724	0	0	0	0	0	2	0	0	0
ENSMUSG00000100313	0	5	0	0	0	0	0	0	0
ENSMUSG00000100696	0	0	0	0	0	0	0	0	0
ENSMUSG00002075355	0	0	0	0	0	0	0	0	0
ENSMUSG00000072324	0	0	0	0	0	0	0	0	0
ENSMUSG00000026490	1035	839	834	875	754	819	1756	1116	412
ENSMUSG00000033701	1031	510	428	1817	514	558	1326	954	1075
ENSMUSG00000102194	0	2	0	0	2	0	0	0	0
ENSMUSG00000103636	0	0	0	0	4	2	0	0	0
ENSMUSG00000026468	0	0	0	0	0	0	0	0	0
ENSMUSG00000103180	0	0	0	0	0	0	0	0	0
ENSMUSG00000062939	4	51	49	243	46	112	46	54	47
ENSMUSG00000101628	0	0	1	0	0	6	0	0	0
ENSMUSG00000078291	0	0	0	0	0	2	0	0	0
ENSMUSG00000109599	12	0	0	24	4	4	0	2	4
ENSMUSG00000033684	3481	4038	3068	1685	3131	2020	1951	4944	823
ENSMUSG00000102299	0	0	0	0	3	0	0	2	0
ENSMUSG00000102558	0	0	0	0	0	0	0	0	0
ENSMUSG00000016918	36	34	36	1065	24	537	178	136	278
ENSMUSG00000033671	3496	4043	3698	2062	3296	2854	4443	3783	1612
ENSMUSG00000103717	0	2	0	1	0	0	1	0	0
ENSMUSG00000103771	1	0	0	2	3	1	4	2	0
ENSMUSG00000102837	12	3	0	0	0	2	0	0	0
ENSMUSG00000077419	0	0	0	0	0	0	0	0	0
ENSMUSG00000102833	16	4	8	9	14	12	17	6	6
ENSMUSG00000026489	463	529	220	260	254	1093	650	954	450
ENSMUSG00000104520	0	0	2	6	2	2	2	2	0
ENSMUSG00000025938	6	14	4	76	2	60	30	6	15
ENSMUSG00000026159	3875	2723	2454	2935	2788	2751	3723	3288	2403
ENSMUSG00000104518	0	0	0	0	0	0	0	0	0
ENSMUSG00000069620	0	0	0	0	0	0	0	0	0
ENSMUSG00000099498	0	0	0	0	0	0	0	0	0
ENSMUSG00000113880	53	25	17	10	12	19	14	32	58
ENSMUSG00000113973	0	0	0	0	1	0	0	2	0
ENSMUSG00000113846	0	0	0	0	0	0	0	0	0
ENSMUSG00000113084	0	0	0	0	0	0	0	0	0
ENSMUSG00000042414	7	12	6	8	4	4	16	4	12
ENSMUSG00000113925	0	0	0	0	0	0	0	0	0
ENSMUSG00000114011	0	0	0	0	0	0	0	0	0
ENSMUSG00000113097	0	0	0	0	0	0	0	0	0
ENSMUSG00000101784	0	0	0	0	0	0	0	0	0
ENSMUSG00000038496	0	12	2	12	0	10	6	6	2
ENSMUSG00000100432	0	0	0	0	0	0	0	0	0
ENSMUSG00000100190	0	0	0	0	0	0	0	0	0
ENSMUSG00000113267	0	0	0	0	0	0	0	0	0
ENSMUSG00000104423	2	0	0	0	0	0	0	0	0
ENSMUSG00000101315	0	0	0	0	0	0	0	0	0
ENSMUSG00000099691	0	0	0	0	0	0	0	0	0
ENSMUSG00000026166	290	76	76	85	258	346	156	369	174
ENSMUSG00000101173	0	0	0	0	0	0	0	0	0
ENSMUSG00000064302	1026	1106	1119	1284	818	1246	1651	1286	868
ENSMUSG00000077257	0	0	0	0	0	0	0	0	0
ENSMUSG00000107722	2	0	0	4	0	0	0	0	0
ENSMUSG00000080542	0	0	0	0	0	0	0	0	0
ENSMUSG00000100770	0	6	0	0	0	0	2	0	1
ENSMUSG00000053161	0	0	0	0	0	2	0	4	0
ENSMUSG00000101896	0	0	0	0	0	0	0	0	0
ENSMUSG00002075005	0	0	0	0	0	0	0	0	0
ENSMUSG00000026466	1268	1430	1441	1822	1120	1644	1879	1763	928
ENSMUSG00000102964	12	31	12	49	10	18	16	48	2
ENSMUSG00000026380	8382	2725	3160	3164	6002	2557	7491	5444	4986
ENSMUSG00002076551	0	0	4	0	0	0	0	0	0
ENSMUSG00000101624	0	4	0	0	0	0	0	0	0
ENSMUSG00000088363	0	0	0	0	0	0	0	0	0
ENSMUSG00000100040	0	0	0	0	0	0	0	0	0
ENSMUSG00000010609	394	464	413	776	304	737	601	822	459
ENSMUSG00000055676	20	32	48	4	40	64	27	104	20
ENSMUSG00000026163	20	8	18	8	32	22	50	48	6
ENSMUSG00000079140	0	0	0	0	0	0	0	0	0
ENSMUSG00000104374	0	0	0	0	0	4	0	0	0
ENSMUSG00000104219	0	0	0	0	0	0	0	0	0
ENSMUSG00000100580	0	0	0	0	0	0	0	0	0
ENSMUSG00000038855	429	404	403	969	299	1348	719	762	426
ENSMUSG00002076780	0	0	0	0	0	0	0	0	0
ENSMUSG00000104388	14	14	11	60	10	34	6	27	21
ENSMUSG00000077736	0	0	0	0	0	0	0	0	0
ENSMUSG00000103123	0	0	0	0	0	0	0	0	0
ENSMUSG00000103772	0	0	6	2	0	0	0	0	2
ENSMUSG00000053963	483	92	96	130	167	352	622	691	102
ENSMUSG00000104210	0	0	0	0	0	0	0	0	0
ENSMUSG00000102608	0	0	0	0	0	12	0	0	0
ENSMUSG00000045658	30	32	62	106	24	66	76	107	10
ENSMUSG00000050565	13883	12570	11801	7790	9970	10918	17082	14302	7749
ENSMUSG00000102750	0	0	0	0	0	0	0	0	0
ENSMUSG00000101934	6	0	0	0	0	0	0	0	0
ENSMUSG00000098851	0	0	0	0	0	0	0	0	0
ENSMUSG00000015484	19	4	4	6	11	24	14	44	8
ENSMUSG00000048402	20	10	20	34	8	58	101	35	14
ENSMUSG00000098273	2	0	0	0	0	0	0	0	0
ENSMUSG00000097408	0	0	0	0	0	0	0	0	0
ENSMUSG00000096939	0	0	0	0	0	0	0	0	0
ENSMUSG00000100767	0	0	0	0	0	0	0	0	0
ENSMUSG00000099860	0	0	0	0	0	0	0	0	0
ENSMUSG00000101179	0	0	0	0	0	0	0	0	0
ENSMUSG00000037035	4	8	14	222	14	52	30	18	8
ENSMUSG00000036766	48	54	34	28	30	68	74	78	6
ENSMUSG00000104396	0	0	0	0	0	2	0	0	0
ENSMUSG00000102481	0	0	0	0	0	0	0	0	0
ENSMUSG00000005886	2485	2455	2291	1690	1984	1965	3184	2142	1417
ENSMUSG00000093254	0	0	0	0	0	0	0	0	0
ENSMUSG00000004451	4421	3101	3054	3020	3350	3342	5039	4787	2984
ENSMUSG00000101437	0	0	0	0	0	0	1	2	0
ENSMUSG00000103506	0	2	6	0	0	2	4	11	0
ENSMUSG00000098447	20	21	12	19	33	28	29	31	20
ENSMUSG00000103495	0	0	2	0	0	0	0	0	0
ENSMUSG00002076346	0	4	0	0	0	0	0	0	0
ENSMUSG00000102639	0	0	0	0	6	6	0	2	0
ENSMUSG00000098923	618	480	372	906	410	718	691	784	449
ENSMUSG00000104170	1	14	6	8	8	0	4	0	2
ENSMUSG00000087782	0	2	0	0	0	0	6	0	0
ENSMUSG00000101731	0	0	0	8	0	0	0	3	0
ENSMUSG00000103085	12	35	46	20	26	28	11	30	6
ENSMUSG00000084505	0	0	0	0	0	0	0	0	0
ENSMUSG00000102664	4	2	4	13	14	4	6	8	4
ENSMUSG00000101476	0	0	0	0	0	0	0	0	0
ENSMUSG00000101171	0	0	0	0	0	0	0	0	0
ENSMUSG00000026496	555	577	343	2894	401	1796	1949	945	1017
ENSMUSG00000025935	4195	4760	4121	5203	4025	3983	6996	5526	3415
ENSMUSG00000025937	1330	1288	1183	872	797	1204	2034	1263	907
ENSMUSG00000102982	11	4	8	14	2	0	2	4	0
ENSMUSG00000067813	1771	916	1349	373	1063	1125	1504	1593	843
ENSMUSG00000077368	0	0	0	0	0	0	0	0	0
ENSMUSG00000097711	0	0	0	4	0	6	0	2	0
ENSMUSG00000102166	0	0	0	0	0	0	0	0	0
ENSMUSG00002075174	0	0	0	0	0	0	0	0	0
ENSMUSG00000104209	0	0	0	0	0	0	0	0	0
ENSMUSG00000101523	82	56	94	40	94	64	62	54	34
ENSMUSG00000026596	961	498	352	1861	326	733	1026	564	526
ENSMUSG00000104293	8	20	2	28	6	10	6	15	6
ENSMUSG00000026219	6417	6371	6537	7143	5569	5992	9476	6707	4333
ENSMUSG00000103505	20	8	6	2	2	2	10	4	6
ENSMUSG00000104503	18	30	28	20	10	17	30	16	19
ENSMUSG00000073633	99	84	62	54	74	85	173	106	118
ENSMUSG00000026220	0	0	0	0	0	0	0	2	0
ENSMUSG00000118590	0	0	0	12	0	4	4	0	6
ENSMUSG00000099693	0	0	0	0	0	11	0	0	0
ENSMUSG00000026104	797	2415	3524	1817	1154	902	1450	2304	670
ENSMUSG00000026383	642	778	732	1018	576	497	1212	758	485
ENSMUSG00000099569	0	21	10	1	9	4	2	16	0
ENSMUSG00000102687	0	0	6	0	2	0	0	0	0
ENSMUSG00000060519	558	564	434	1438	777	739	1389	810	538
ENSMUSG00000060743	15166	14937	13976	13074	14068	13539	20633	18229	10356
ENSMUSG00000073485	8	4	0	11	18	24	14	14	18
ENSMUSG00000084558	0	0	0	0	0	0	0	0	0
ENSMUSG00000038806	715	673	585	1767	621	750	1165	975	614
ENSMUSG00000052477	0	2	2	8	1	32	5	6	17
ENSMUSG00000103979	4	2	2	8	4	2	11	11	10
ENSMUSG00000064281	0	7	3	13	2	3	4	4	7
ENSMUSG00002076475	0	0	0	0	0	0	0	0	0
ENSMUSG00000118640	0	0	0	0	0	0	0	0	0
ENSMUSG00000104251	0	0	0	0	0	0	0	0	0
ENSMUSG00000061852	0	2	0	0	0	0	2	0	1
ENSMUSG00000089976	0	0	0	0	0	3	0	0	0
ENSMUSG00000033557	5692	5150	5129	4055	5231	4908	6837	6497	3148
ENSMUSG00000102961	0	0	0	0	0	0	0	0	0
ENSMUSG00000046057	0	0	0	16	4	0	6	0	2
ENSMUSG00000101279	0	0	2	6	2	20	1	2	11
ENSMUSG00000066652	0	0	0	0	0	0	2	0	0
ENSMUSG00000025932	6	4	6	48	2	22	14	0	10
ENSMUSG00002075819	0	0	0	0	0	0	0	0	0
ENSMUSG00000102588	0	0	0	0	0	0	0	0	0
ENSMUSG00000054493	0	0	0	4	0	2	0	0	2
ENSMUSG00000089844	8	24	0	105	4	66	2	20	15
ENSMUSG00000073631	0	0	0	0	0	4	0	0	0
ENSMUSG00000026520	485	306	261	2226	251	418	1342	504	765
ENSMUSG00000025930	12	28	42	104	17	70	38	54	44
ENSMUSG00000103492	0	0	0	4	0	0	0	0	0
ENSMUSG00000081201	0	0	0	2	0	0	2	0	0
ENSMUSG00000038793	6	18	6	20	6	29	62	22	10
ENSMUSG00000082193	6	4	18	22	10	10	26	8	14
ENSMUSG00000090128	0	1	0	0	0	0	0	0	1
ENSMUSG00000090186	0	0	0	0	0	0	0	0	0
ENSMUSG00000089716	2	0	0	19	0	13	1	0	1
ENSMUSG00000079457	0	0	0	13	0	50	1	4	12
ENSMUSG00000090252	0	0	8	0	0	0	0	0	3
ENSMUSG00000026384	357	428	319	943	314	482	682	465	251
ENSMUSG00000091876	0	0	0	0	2	0	0	0	0
ENSMUSG00000103146	0	4	0	0	4	0	6	0	0
ENSMUSG00000100436	0	0	0	0	0	0	0	0	0
ENSMUSG00000091199	0	0	0	0	0	0	2	0	0
ENSMUSG00000090277	0	0	0	0	0	0	0	0	0
ENSMUSG00000100042	0	0	0	0	0	0	0	0	0
ENSMUSG00000089652	0	0	0	0	0	0	0	0	0
ENSMUSG00000100636	0	0	0	0	1	2	0	0	0
ENSMUSG00000089937	0	0	0	0	0	0	0	0	0
ENSMUSG00000101224	0	0	0	0	0	0	0	0	0
ENSMUSG00000118591	0	0	4	2	0	2	0	0	0
ENSMUSG00000036975	192	222	202	272	106	210	350	312	216
ENSMUSG00000101751	0	0	0	0	3	1	0	0	2
ENSMUSG00000089714	2	0	0	0	0	2	2	0	0
ENSMUSG00000118607	0	3	0	11	0	18	0	0	6
ENSMUSG00000118632	0	1	0	0	0	0	0	0	0
ENSMUSG00000094127	0	0	0	0	0	0	0	0	0
ENSMUSG00000032769	0	10	6	229	6	4	20	0	8
ENSMUSG00000088159	0	0	0	0	0	0	0	0	0
ENSMUSG00000073737	0	4	0	4	6	0	6	0	6
ENSMUSG00000092083	28	22	24	26	18	50	90	78	20
ENSMUSG00000102937	0	0	0	0	0	0	0	0	0
ENSMUSG00000104149	0	0	0	0	0	0	0	0	0
ENSMUSG00000088829	0	0	0	0	0	0	0	0	0
ENSMUSG00000026519	1161	1125	818	2063	901	1111	2731	1685	1173
ENSMUSG00000085563	2	0	0	2	0	0	4	0	2
ENSMUSG00000103930	0	0	0	0	0	0	0	2	0
ENSMUSG00000036962	0	0	0	0	0	0	0	0	0
ENSMUSG00000092245	0	0	0	0	0	0	0	0	0
ENSMUSG00000070034	30	278	198	806	101	961	152	228	288
ENSMUSG00000090103	0	6	0	27	0	10	2	0	9
ENSMUSG00000026387	8	23	0	4	6	16	11	2	14
ENSMUSG00000038776	223	178	144	284	94	814	467	409	289
ENSMUSG00000050777	672	838	749	1044	1329	1450	926	2540	541
ENSMUSG00000103516	0	0	0	0	0	0	0	0	0
ENSMUSG00000102858	0	0	0	0	0	0	0	0	0
ENSMUSG00000038768	0	0	0	0	0	2	0	0	0
ENSMUSG00000104390	0	0	0	0	0	0	0	0	0
ENSMUSG00000103328	0	0	0	0	0	0	0	0	0
ENSMUSG00000102219	0	0	0	0	0	0	0	0	0
ENSMUSG00000070031	7	114	81	431	39	501	59	61	161
ENSMUSG00000073628	0	0	0	3	0	29	0	0	4
ENSMUSG00000090246	0	4	2	6	4	41	5	1	7
ENSMUSG00000026516	496	595	541	1569	431	781	1285	797	545
ENSMUSG00000103178	0	0	0	0	0	0	0	0	0
ENSMUSG00000062169	2172	1318	1646	2484	1500	1476	2945	2127	1527
ENSMUSG00000026103	18251	7940	10316	9512	12530	16632	11530	20382	13850
ENSMUSG00000099648	0	0	0	0	0	0	6	0	0
ENSMUSG00000065192	0	0	0	0	0	0	0	0	0
ENSMUSG00000002881	2102	1709	1620	4024	1410	1268	3929	1860	1528
ENSMUSG00000097833	2	0	20	2	4	6	11	2	0
ENSMUSG00000101501	0	0	0	2	0	10	0	2	0
ENSMUSG00000100120	0	4	0	6	0	0	6	0	0
ENSMUSG00000099878	0	0	0	0	0	4	0	0	0
ENSMUSG00000100007	2	6	0	0	0	4	2	0	0
ENSMUSG00000058665	0	0	0	0	0	0	0	0	0
ENSMUSG00000099957	0	0	0	0	0	0	0	0	0
ENSMUSG00000101700	0	0	0	0	0	0	0	0	0
ENSMUSG00000104332	4	0	2	0	4	0	2	0	0
ENSMUSG00000043015	112	204	104	562	41	341	233	76	230
ENSMUSG00000103630	6	2	0	6	8	6	8	0	0
ENSMUSG00000038733	5187	4234	4121	5145	3986	4660	7319	4790	3137
ENSMUSG00000003721	4241	4711	4520	2403	2792	2977	5882	3935	2206
ENSMUSG00000104253	24	43	40	25	18	20	45	50	18
ENSMUSG00000054135	6	10	10	20	2	10	2	18	10
ENSMUSG00000101791	55	10	2	25	5	3	88	2	45
ENSMUSG00000081214	15	22	30	51	29	42	48	52	45
ENSMUSG00000103260	0	0	0	0	0	0	2	2	2
ENSMUSG00000041439	5249	3991	4180	3636	3669	3402	7898	4831	3224
ENSMUSG00000100302	4	4	6	2	2	2	0	2	0
ENSMUSG00000100230	0	0	0	0	0	0	0	0	0
ENSMUSG00000026514	0	0	0	0	2	2	0	4	0
ENSMUSG00000102276	0	0	0	0	0	0	0	0	0
ENSMUSG00000089888	0	0	0	0	0	0	0	0	0
ENSMUSG00000089927	0	0	0	0	0	0	0	0	0
ENSMUSG00000026102	367	981	874	457	505	545	731	1162	253
ENSMUSG00000050625	0	0	0	0	0	0	0	0	0
ENSMUSG00000041426	369	411	310	549	260	354	980	558	351
ENSMUSG00000089802	0	0	0	0	0	0	0	0	0
ENSMUSG00000026339	1853	2274	1795	2127	2227	1843	3000	2307	1469
ENSMUSG00000085857	0	4	0	0	0	4	0	0	0
ENSMUSG00000083582	0	0	0	0	0	0	0	0	0
ENSMUSG00000050534	0	0	0	0	0	0	0	0	0
ENSMUSG00000081130	0	0	0	0	0	0	0	0	0
ENSMUSG00000043629	672	358	311	230	567	522	708	549	232
ENSMUSG00000026100	0	0	0	0	0	0	0	0	0
ENSMUSG00000047369	5	10	4	51	4	29	29	18	14
ENSMUSG00000001674	532	504	290	2662	327	813	1557	683	454
ENSMUSG00000103100	0	0	0	0	0	0	0	0	0
ENSMUSG00000064970	0	0	0	0	0	0	0	0	0
ENSMUSG00000102006	0	0	0	0	0	0	0	0	0
ENSMUSG00000102488	0	0	16	0	0	0	0	0	0
ENSMUSG00000083584	0	0	0	0	0	0	0	0	0
ENSMUSG00000100913	0	0	0	0	0	0	0	0	0
ENSMUSG00002076253	0	0	0	0	0	0	0	0	0
ENSMUSG00000099960	0	0	0	0	0	0	0	0	0
ENSMUSG00000089274	0	0	0	0	0	0	0	0	0
ENSMUSG00000103263	0	0	0	0	0	0	0	0	0
ENSMUSG00000089190	0	0	0	0	0	0	0	0	0
ENSMUSG00000099451	0	0	0	0	0	0	0	0	0
ENSMUSG00000104180	0	0	0	0	0	0	0	0	0
ENSMUSG00000100762	0	0	0	0	0	0	0	0	0
ENSMUSG00000026222	1070	1397	1388	1777	612	2048	882	1153	816
ENSMUSG00000100405	14	8	2	18	2	6	12	4	12
ENSMUSG00000100525	0	0	0	0	0	0	0	0	0
ENSMUSG00000101495	0	0	0	0	0	0	0	0	0
ENSMUSG00002075189	0	0	0	0	0	0	0	0	0
ENSMUSG00000004880	821	1281	793	4112	600	1421	3510	1035	1013
ENSMUSG00002075457	0	2	0	0	0	0	0	0	0
ENSMUSG00000056699	0	0	0	4	0	10	3	0	0
ENSMUSG00000052760	12	70	45	644	45	682	54	36	192
ENSMUSG00000098634	0	0	0	0	0	4	0	0	0
ENSMUSG00002076791	0	0	0	0	0	0	0	0	0
ENSMUSG00000100217	0	2	0	0	5	4	2	4	0
ENSMUSG00002075989	0	0	0	0	0	0	0	0	0
ENSMUSG00000036707	14712	12067	12095	9818	10786	10274	17523	13539	8805
ENSMUSG00000026223	1916	1817	1496	2281	1324	2488	2147	3001	1088
ENSMUSG00000026224	2	6	14	4	0	10	12	4	0
ENSMUSG00000099767	2	28	34	0	22	10	24	14	0
ENSMUSG00000049608	87	688	451	165	288	281	350	493	82
ENSMUSG00000036815	44	18	46	0	56	132	184	229	43
ENSMUSG00000102801	0	0	0	0	0	0	0	0	0
ENSMUSG00000102681	0	0	0	0	4	0	0	0	0
ENSMUSG00000077472	0	0	0	0	0	0	0	0	0
ENSMUSG00000104410	0	0	0	0	0	0	0	0	0
ENSMUSG00000102521	0	0	0	0	0	0	0	0	0
ENSMUSG00000104205	0	0	0	0	0	0	0	0	0
ENSMUSG00000102902	0	0	0	0	0	0	0	0	0
ENSMUSG00000101985	0	0	0	0	0	0	0	0	0
ENSMUSG00000101994	0	0	0	0	0	0	0	0	0
ENSMUSG00000102940	0	4	0	0	0	0	0	0	0
ENSMUSG00000103914	0	0	0	0	0	0	0	0	0
ENSMUSG00000065340	0	0	0	0	0	0	0	0	0
ENSMUSG00000101006	0	0	0	0	0	0	0	0	0
ENSMUSG00000102240	0	0	0	0	0	0	0	0	0
ENSMUSG00000099574	0	0	0	0	0	0	0	0	0
ENSMUSG00000025939	792	643	665	1327	647	732	1079	948	675
ENSMUSG00000102457	3	0	4	4	0	0	0	0	3
ENSMUSG00000096141	4	22	8	4	2	34	0	18	5
ENSMUSG00000026094	11802	5737	8741	5868	7398	8125	8246	7333	6744
ENSMUSG00000102405	0	0	0	0	2	0	4	2	2
ENSMUSG00000026341	35893	21278	23392	28031	19624	19727	43889	23137	27432
ENSMUSG00000102063	6	6	4	0	0	0	5	0	0
ENSMUSG00000079658	1793	1376	1457	3269	1193	1384	3053	2223	1994
ENSMUSG00000097744	0	0	0	0	0	0	0	0	0
ENSMUSG00000100959	10	0	0	0	10	0	6	4	6
ENSMUSG00000026342	4942	5894	6501	2295	4417	6173	5134	8142	2226
ENSMUSG00000025940	962	876	661	1656	639	684	2005	1294	908
ENSMUSG00000101015	0	0	0	0	0	0	0	0	0
ENSMUSG00000026343	240	64	86	181	72	79	269	79	94
ENSMUSG00000025779	214	157	150	265	104	238	263	294	107
ENSMUSG00000100093	0	0	0	0	0	0	0	0	0
ENSMUSG00000091020	2	0	0	0	0	0	12	0	2
ENSMUSG00000026344	2	8	8	4	2	6	6	0	0
ENSMUSG00000101640	0	0	0	0	0	0	0	0	0
ENSMUSG00000104133	0	0	0	0	0	0	0	0	0
ENSMUSG00000042686	20	16	8	74	20	30	70	44	20
ENSMUSG00000100110	0	0	0	0	0	0	0	0	0
ENSMUSG00000025777	18	2	6	4	18	32	34	22	4
ENSMUSG00000099899	0	0	0	0	0	0	0	0	0
ENSMUSG00000100272	0	0	0	0	0	0	0	0	0
ENSMUSG00000100398	0	0	0	16	0	0	0	0	0
ENSMUSG00000101589	14	2	4	10	0	4	2	4	6
ENSMUSG00000102048	0	2	0	0	0	0	0	0	0
ENSMUSG00000089534	0	0	0	0	0	0	0	0	0
ENSMUSG00000042807	14	18	31	20	18	47	27	45	22
ENSMUSG00000067780	2	0	6	177	0	6	26	10	0
ENSMUSG00000100053	0	0	0	0	0	4	0	0	0
ENSMUSG00000098443	0	0	0	0	0	0	0	0	0
ENSMUSG00000087949	0	0	0	0	0	0	0	0	0
ENSMUSG00000102868	0	0	0	0	0	0	0	0	0
ENSMUSG00000119657	0	0	0	0	0	0	0	0	0
ENSMUSG00000085125	0	0	0	0	0	0	6	0	0
ENSMUSG00000025776	0	0	4	4	2	4	6	8	0
ENSMUSG00000099895	0	0	0	0	0	0	0	0	0
ENSMUSG00000100554	0	0	0	0	0	0	0	0	0
ENSMUSG00000099473	0	0	0	0	0	0	0	0	0
ENSMUSG00000099591	0	0	0	0	0	0	2	0	0
ENSMUSG00000109887	0	0	0	0	0	0	0	0	0
ENSMUSG00000102001	0	0	0	0	0	0	0	0	0
ENSMUSG00000101717	0	0	0	0	0	0	0	0	0
ENSMUSG00000025983	2	5	3	36	4	20	6	12	2
ENSMUSG00000025774	0	0	0	0	0	0	0	0	0
ENSMUSG00000070977	0	0	0	0	0	0	0	0	0
ENSMUSG00000073735	0	0	0	0	0	0	0	0	0
ENSMUSG00000041303	518	633	564	745	391	524	878	792	358
ENSMUSG00000109809	0	0	0	0	0	0	0	0	0
ENSMUSG00000049690	1010	672	880	274	298	617	1230	599	237
ENSMUSG00000067773	0	0	0	0	0	0	0	0	0
ENSMUSG00000101685	0	0	0	0	0	0	0	0	0
ENSMUSG00000101306	0	0	0	0	0	0	0	0	0
ENSMUSG00000104519	8	14	24	6	8	18	22	4	6
ENSMUSG00000088800	0	0	0	0	0	0	0	0	0
ENSMUSG00000102723	0	4	4	0	0	0	6	0	0
ENSMUSG00000101644	0	0	0	0	0	0	0	0	0
ENSMUSG00000103824	4	10	6	2	2	8	5	12	1
ENSMUSG00000099433	0	0	0	0	0	0	0	0	0
ENSMUSG00000101600	0	0	0	0	0	0	0	0	0
ENSMUSG00000089787	0	0	0	0	0	0	0	0	0
ENSMUSG00000022995	499	116	127	603	200	299	847	627	150
ENSMUSG00000101385	0	0	0	0	0	0	0	0	0
ENSMUSG00000103722	0	0	0	0	0	0	0	0	0
ENSMUSG00000103317	0	0	0	0	0	0	0	0	0
ENSMUSG00000102950	4	0	0	2	0	0	2	0	0
ENSMUSG00000042596	0	0	0	0	0	0	0	0	0
ENSMUSG00000102760	0	0	0	0	0	0	0	0	2
ENSMUSG00000100720	9	4	6	8	2	0	4	0	13
ENSMUSG00000073678	2412	652	452	4350	560	776	2904	714	1662
ENSMUSG00000103379	0	0	0	0	0	0	0	0	0
ENSMUSG00000104136	6	0	6	5	1	2	4	0	2
ENSMUSG00000101130	0	0	0	0	0	0	0	0	1
ENSMUSG00000026511	1308	897	917	3934	977	930	3462	1448	1314
ENSMUSG00000103018	0	0	0	0	0	0	0	0	0
ENSMUSG00000091013	0	0	0	0	0	0	0	0	0
ENSMUSG00000036155	5353	3981	3097	3749	3262	4016	6533	5235	3178
ENSMUSG00000104039	4	6	8	2	0	0	2	0	0
ENSMUSG00000038633	1537	853	909	1838	874	998	1450	1143	944
ENSMUSG00000104378	60	39	30	70	34	39	47	50	89
ENSMUSG00000099471	32	17	18	92	24	36	72	34	50
ENSMUSG00000106307	0	0	0	0	0	0	0	0	0
ENSMUSG00002075922	0	0	0	0	0	0	0	0	0
ENSMUSG00000065687	0	0	0	0	0	0	1	0	0
ENSMUSG00000103390	0	0	6	0	4	2	0	2	0
ENSMUSG00000026594	3835	3353	3093	3786	2891	3904	4861	3876	2978
ENSMUSG00000025927	0	0	0	0	0	0	0	0	0
ENSMUSG00000100538	0	0	0	0	0	0	0	0	0
ENSMUSG00000101117	0	0	0	0	0	0	0	0	0
ENSMUSG00000100204	2	0	0	0	0	2	0	0	0
ENSMUSG00002076883	0	0	0	0	0	0	0	0	0
ENSMUSG00000102597	0	0	0	0	0	0	0	0	0
ENSMUSG00000101964	4	8	23	4	8	6	6	15	0
ENSMUSG00000047539	1300	1041	1124	1323	1032	931	1388	1277	790
ENSMUSG00000097260	0	0	0	0	0	0	0	0	0
ENSMUSG00000073482	0	0	0	0	2	0	0	0	0
ENSMUSG00000033544	67	54	35	73	10	23	82	76	77
ENSMUSG00000103303	18	17	4	14	6	18	7	9	11
ENSMUSG00000102960	18	8	16	20	28	30	4	6	8
ENSMUSG00000101905	11	41	46	15	11	43	25	11	16
ENSMUSG00000101768	0	0	0	0	0	2	0	0	2
ENSMUSG00000103325	0	0	0	0	0	4	0	0	0
ENSMUSG00000026347	3	16	7	37	4	30	12	8	8
ENSMUSG00000026348	0	0	4	0	0	3	0	6	0
ENSMUSG00000102014	1	0	0	0	0	0	6	0	1
ENSMUSG00000026510	2283	1757	1755	1743	1605	1412	3084	2253	1431
ENSMUSG00000043760	205	243	118	122	132	91	157	170	18
ENSMUSG00000091806	0	0	0	0	0	0	0	0	0
ENSMUSG00000101853	0	0	0	0	0	0	0	0	0
ENSMUSG00000104095	0	0	0	0	0	0	0	0	0
ENSMUSG00000089914	0	0	0	0	0	0	0	0	0
ENSMUSG00000090142	2	2	2	4	2	2	4	8	0
ENSMUSG00000070175	0	0	0	0	0	0	0	0	0
ENSMUSG00000099906	0	0	0	0	0	0	0	0	0
ENSMUSG00000065559	0	0	0	0	0	0	0	0	0
ENSMUSG00000065480	0	0	0	0	0	0	0	0	0
ENSMUSG00000025929	0	4	0	0	24	0	20	0	2
ENSMUSG00000026349	1669	2076	1938	2386	1741	1961	2433	2762	1366
ENSMUSG00000041872	2	0	2	26	2	0	4	0	0
ENSMUSG00000052331	289	412	383	934	309	953	619	428	501
ENSMUSG00000026234	6680	5965	3323	48464	4077	7617	21413	7320	8884
ENSMUSG00000101674	0	0	0	1	0	3	0	0	0
ENSMUSG00000102503	0	0	2	0	0	4	0	0	0
ENSMUSG00000064837	0	0	0	0	0	0	0	0	0
ENSMUSG00002075552	0	0	0	0	0	0	0	0	1
ENSMUSG00000104627	0	0	0	0	0	0	0	0	0
