Geneid	Cb_1	Cb_3_1	Cb_4_1	Cb_5_1	Cb_6	Control_4	Control_5_1	Control_6_1	Control_7_1	Control_8_1	Ox_1_1	Ox_3_1	Ox_4	Ox_7	Ox_8
ENSMUSG00000042699	6958	6791	6835	5953	6289	4575	6758	6789	5787	5097	5859	5447	6877	3458	4513
ENSMUSG00000101262	24	34	34	17	11	4	2	12	14	10	18	18	4	17	20
ENSMUSG00000042684	32	45	28	20	30	34	59	58	56	43	16	10	8	32	32
ENSMUSG00000099858	74	20	22	4	30	40	34	36	38	56	22	44	8	26	18
ENSMUSG00000101337	4	1	3	5	10	13	10	4	8	7	0	7	6	4	4
ENSMUSG00000025986	806	670	768	659	1144	426	522	548	532	420	888	502	1474	366	604
ENSMUSG00000100213	40	12	34	19	10	97	89	53	53	85	34	49	14	32	35
ENSMUSG00000103129	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000100160	4	4	1	1	0	9	7	12	8	4	0	3	4	0	0
ENSMUSG00000101921	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101447	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000081185	1	0	0	0	8	0	2	2	0	4	0	2	0	0	2
ENSMUSG00000103246	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000098876	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000100530	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000104067	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000100033	21	32	14	16	8	4	12	20	10	14	22	10	20	20	28
ENSMUSG00002075213	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002076633	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101996	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000096973	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000064943	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000100866	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101721	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000099376	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000097883	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002076043	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000099698	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000056763	778	700	595	694	648	1047	1439	1134	1146	1248	793	1026	434	615	612
ENSMUSG00000099454	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000051616	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000099627	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000099577	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000099882	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101760	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
ENSMUSG00000102356	0	0	0	2	0	0	0	0	0	2	0	2	0	0	0
ENSMUSG00000099608	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000099864	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075839	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000100451	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000099941	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075589	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000100816	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000042671	26	18	28	24	36	98	124	120	129	87	61	37	46	35	32
ENSMUSG00000100945	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0
ENSMUSG00000102404	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSMUSG00000100334	0	0	0	0	0	0	6	2	6	0	0	5	1	0	0
ENSMUSG00000026109	10	6	3	2	6	18	20	16	34	32	30	57	148	34	22
ENSMUSG00000026475	153	91	117	118	115	179	198	140	192	158	440	173	412	129	161
ENSMUSG00000099568	0	0	0	4	0	6	8	0	2	6	2	0	0	2	0
ENSMUSG00000100671	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075527	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101242	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000099924	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000099625	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101799	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
ENSMUSG00000045954	597	276	489	306	514	1510	1886	1521	1846	1656	480	1474	831	1506	932
ENSMUSG00000099741	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101702	0	0	0	0	0	0	0	0	0	0	2	0	3	0	0
ENSMUSG00000066800	16984	17706	16629	18484	15221	14059	19265	17421	17665	16670	14443	12470	5524	5044	6766
ENSMUSG00000100183	236	359	329	457	221	274	560	472	503	492	478	315	354	98	134
ENSMUSG00000067851	8659	8196	7883	7637	6794	7143	9644	8756	8745	8236	10297	8014	4403	3715	5280
ENSMUSG00002076532	8	1	2	6	4	1	2	7	6	1	5	3	2	3	2
ENSMUSG00000102556	0	3	0	0	0	0	0	0	0	0	2	2	0	3	2
ENSMUSG00000038608	313	192	540	232	224	436	367	323	298	490	260	186	221	194	178
ENSMUSG00000042501	10	16	12	10	10	38	34	55	43	30	20	35	14	18	10
ENSMUSG00000103810	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
ENSMUSG00000083422	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000119312	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000042641	0	0	0	0	0	4	1	4	8	8	2	2	0	5	3
ENSMUSG00000081417	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ENSMUSG00000103448	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000103192	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
ENSMUSG00000104488	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0
ENSMUSG00000100212	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000102721	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000100648	0	0	0	4	0	0	2	0	0	0	0	0	0	0	0
ENSMUSG00002076499	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000099949	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000099918	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000045968	11	14	14	7	7	32	33	18	30	31	12	11	33	19	15
ENSMUSG00000043282	0	0	0	0	0	0	4	0	1	0	0	0	0	0	0
ENSMUSG00000102459	4	0	0	2	0	0	10	0	1	0	0	1	0	0	0
ENSMUSG00000047053	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
ENSMUSG00000099227	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000026107	994	948	898	890	815	563	537	501	486	380	718	594	139	460	449
ENSMUSG00000099413	2	4	0	2	2	4	8	0	2	0	4	0	0	0	0
ENSMUSG00000103424	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000054976	0	0	6	0	0	2	12	6	10	6	6	2	2	4	0
ENSMUSG00000104029	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101986	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000087008	146	76	45	26	73	14	10	16	8	16	24	24	83	40	16
ENSMUSG00000100561	0	0	0	0	0	0	8	0	0	0	0	6	6	5	2
ENSMUSG00000103571	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000098797	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000026473	8603	5390	7707	4869	6760	18910	21139	20402	19269	19484	19308	13991	31743	9614	11370
ENSMUSG00000100014	0	3	0	0	0	0	0	0	2	0	0	0	5	0	0
ENSMUSG00000101903	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0
ENSMUSG00000055980	189	208	290	233	213	416	649	637	729	698	187	343	154	87	77
ENSMUSG00000100502	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0
ENSMUSG00000022591	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000088669	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000066797	0	0	6	0	0	0	0	2	0	0	0	0	0	0	0
ENSMUSG00000048960	140	105	98	66	96	235	453	378	374	424	195	187	115	69	76
ENSMUSG00000099933	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000100221	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSMUSG00002076439	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000100031	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000077318	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101827	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0
ENSMUSG00000103494	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000026142	957	771	844	680	862	1171	1167	1076	1166	1038	940	918	671	730	766
ENSMUSG00000104493	12	2	6	0	0	4	8	0	4	2	8	0	2	1	6
ENSMUSG00000100786	2	0	0	1	0	2	0	0	0	2	0	1	4	0	0
ENSMUSG00002075724	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000067158	19	4	7	4	6	62	75	40	57	40	8	20	55	14	10
ENSMUSG00000079465	9	3	17	8	2	36	64	33	51	20	8	22	12	1	6
ENSMUSG00002075966	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000004110	59	70	121	59	88	414	387	321	395	406	288	350	241	148	128
ENSMUSG00000097564	13	2	10	4	8	6	36	9	22	19	5	16	7	21	25
ENSMUSG00000101880	0	1	0	1	0	0	0	1	0	0	2	0	0	0	0
ENSMUSG00000101433	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000096950	19	30	35	51	34	69	55	64	74	54	27	50	12	29	11
ENSMUSG00000056708	2535	2284	2288	2078	2262	1854	2110	2090	1878	1652	2726	1772	7649	1523	1592
ENSMUSG00000026471	109	64	74	56	93	235	237	214	203	178	136	208	326	184	94
ENSMUSG00000057715	4	0	4	0	6	8	28	9	18	16	10	12	14	11	14
ENSMUSG00000026470	1249	1047	1138	1041	1217	1332	1364	1286	1193	1240	1400	1113	1900	960	1206
ENSMUSG00000103825	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000099845	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000103561	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101610	0	6	10	0	0	0	6	0	1	2	2	2	0	2	4
ENSMUSG00000104181	0	8	6	1	0	5	4	12	4	10	11	4	0	0	0
ENSMUSG00000118923	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000098555	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000097628	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
ENSMUSG00000098163	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000097171	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101314	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000033722	62	39	77	67	46	136	183	170	226	174	112	203	135	181	125
ENSMUSG00000103670	1	3	0	1	0	1	0	3	3	2	0	0	0	3	0
ENSMUSG00000026150	2288	1697	2106	1915	2050	2410	2596	2511	2440	2544	1818	1989	2168	1733	1897
ENSMUSG00000101450	7	14	26	19	8	12	29	19	16	13	22	14	4	6	0
ENSMUSG00000026149	8644	6381	7175	6530	6248	13524	13401	12475	10635	10148	5976	6758	2244	3439	5751
ENSMUSG00000114299	27	29	58	43	7	81	77	69	52	69	0	8	19	3	2
ENSMUSG00000099771	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000102280	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000100170	0	0	8	0	0	2	0	0	0	0	0	0	0	0	0
ENSMUSG00000100744	2	2	0	0	0	0	2	0	0	0	0	0	0	0	0
ENSMUSG00002074851	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000026469	2675	2404	2724	2923	2061	6216	8777	8206	7381	7788	4312	3554	2331	1418	1934
ENSMUSG00002076398	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0
ENSMUSG00000018417	2344	1754	1929	1592	1634	1197	1290	1225	1252	927	1706	1226	1356	631	748
ENSMUSG00000101724	0	4	0	0	0	0	0	0	0	0	0	0	2	0	0
ENSMUSG00000100313	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000100696	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0
ENSMUSG00002075355	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000072324	0	2	0	1	2	0	0	0	0	0	2	0	0	3	6
ENSMUSG00000026490	706	493	672	550	561	1321	1786	1686	1828	1627	1312	1401	1340	952	849
ENSMUSG00000033701	1233	994	1098	922	1015	1087	1047	1036	1258	857	837	1135	1622	1815	1721
ENSMUSG00000102194	0	1	0	0	2	0	0	0	0	0	2	2	0	0	4
ENSMUSG00000103636	0	0	0	0	0	6	4	2	0	0	0	0	1	0	2
ENSMUSG00000026468	4	0	0	0	0	0	0	0	0	0	0	4	0	0	0
ENSMUSG00000103180	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
ENSMUSG00000062939	29	8	26	22	11	13	10	5	8	14	8	4	5	11	29
ENSMUSG00000101628	0	3	0	1	1	1	0	0	1	0	0	0	0	1	7
ENSMUSG00000078291	0	6	2	0	6	0	2	2	2	1	0	0	0	6	0
ENSMUSG00000109599	0	2	0	2	12	8	12	4	6	6	5	4	4	10	2
ENSMUSG00000033684	3042	2316	2746	2380	2710	5049	5602	4789	5418	4792	8188	7336	8725	6876	6423
ENSMUSG00000102299	1	2	0	2	3	3	4	1	5	6	7	6	9	2	1
ENSMUSG00000102558	0	0	1	2	0	1	1	0	4	0	0	0	0	0	0
ENSMUSG00000016918	529	298	626	448	212	554	520	294	537	440	548	978	654	824	915
ENSMUSG00000033671	2526	2905	3382	3240	2111	3045	4165	3832	3847	4132	2992	2848	1006	1316	1634
ENSMUSG00000103717	0	1	3	1	0	1	2	0	6	7	2	0	0	0	0
ENSMUSG00000103771	2	0	4	0	0	9	0	3	0	0	0	3	0	0	0
ENSMUSG00000102837	0	0	0	0	0	4	0	2	4	0	0	1	0	4	0
ENSMUSG00000077419	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ENSMUSG00000102833	2	6	0	0	4	8	10	6	8	0	6	2	0	4	0
ENSMUSG00000026489	263	90	334	56	225	2423	2639	2330	2483	2707	498	696	504	685	636
ENSMUSG00000104520	0	0	0	0	0	0	0	1	0	0	2	0	0	2	0
ENSMUSG00000025938	8	12	33	24	22	18	24	8	10	30	24	15	35	22	20
ENSMUSG00000026159	2738	2445	2218	2535	2241	1549	2104	1877	2001	1772	2890	2100	2057	1572	1966
ENSMUSG00000104518	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000069620	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000099498	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000113880	12	6	5	4	10	20	15	18	10	10	18	13	44	18	30
ENSMUSG00000113973	0	0	0	2	0	0	2	0	2	0	2	0	0	0	2
ENSMUSG00000113846	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000113084	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000042414	52	63	88	54	68	92	107	82	89	120	19	55	37	50	68
ENSMUSG00000113925	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000114011	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000113097	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101784	0	0	0	0	2	0	0	2	0	0	0	2	0	0	0
ENSMUSG00000038496	30	14	46	14	18	24	20	18	14	32	38	18	12	4	16
ENSMUSG00000100432	0	0	3	2	0	1	0	0	2	2	0	0	0	0	0
ENSMUSG00000100190	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000113267	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000104423	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101315	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000099691	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000026166	212	290	337	259	103	223	138	62	55	80	48	24	62	17	52
ENSMUSG00000101173	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000064302	1485	1367	1500	1434	1204	1431	1735	1879	1737	1537	1663	1705	1136	1148	1250
ENSMUSG00000077257	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ENSMUSG00000107722	0	2	1	1	1	0	0	0	0	0	0	3	2	6	0
ENSMUSG00000080542	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000100770	0	0	0	3	0	2	0	0	4	0	0	4	0	0	0
ENSMUSG00000053161	0	0	0	0	0	6	4	5	1	2	0	0	1	2	0
ENSMUSG00000101896	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075005	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000026466	1727	1445	1598	1664	1372	1550	1617	1446	1478	1387	1004	1650	1102	1523	1591
ENSMUSG00000102964	14	14	8	14	2	14	14	8	17	29	17	24	8	14	6
ENSMUSG00000026380	11882	9006	11266	12430	12214	25592	29594	32663	30016	32662	18175	13447	9136	5418	7153
ENSMUSG00002076551	2	2	0	0	0	4	7	4	11	11	0	2	1	2	0
ENSMUSG00000101624	1	2	0	0	2	3	3	9	14	5	1	6	1	4	0
ENSMUSG00000088363	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000100040	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000010609	674	393	467	376	527	483	568	589	538	475	490	425	432	645	662
ENSMUSG00000055676	57	44	28	11	47	124	93	75	85	108	16	26	28	42	50
ENSMUSG00000026163	30	22	26	26	18	72	58	46	80	34	46	93	76	88	32
ENSMUSG00000079140	6	0	2	0	0	0	0	0	0	0	0	0	0	2	0
ENSMUSG00000104374	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000104219	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000100580	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000038855	744	418	715	514	746	1355	1863	1493	1774	1473	1034	1134	5859	1561	1008
ENSMUSG00002076780	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000104388	4	6	0	8	0	15	16	20	8	21	11	30	22	82	29
ENSMUSG00000077736	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000103123	0	0	0	0	0	2	0	2	2	4	0	3	1	2	0
ENSMUSG00000103772	0	2	2	0	2	4	3	6	8	4	0	4	2	2	0
ENSMUSG00000053963	532	198	491	221	434	1442	2031	1432	1758	1832	302	738	1209	1073	380
ENSMUSG00000104210	0	0	0	0	2	2	2	0	1	0	0	0	2	2	0
ENSMUSG00000102608	0	0	2	0	0	0	0	2	0	2	0	0	0	0	0
ENSMUSG00000045658	182	143	146	133	157	233	520	340	370	263	261	357	150	628	270
ENSMUSG00000050565	7768	6878	6959	6790	6005	7905	9932	10198	8767	8647	8634	6980	8056	4126	5361
ENSMUSG00000102750	0	0	0	0	0	0	2	2	0	0	0	0	0	1	0
ENSMUSG00000101934	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000098851	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000015484	42	14	14	23	20	42	86	64	66	58	67	76	249	94	99
ENSMUSG00000048402	80	40	52	42	84	208	234	229	243	206	74	142	464	120	111
ENSMUSG00000098273	0	0	0	0	0	2	0	0	3	1	0	0	0	0	0
ENSMUSG00000097408	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
ENSMUSG00000096939	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000100767	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000099860	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101179	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000037035	70	99	96	82	34	34	16	8	26	12	244	69	98	102	60
ENSMUSG00000036766	76	48	90	73	74	192	158	176	182	214	120	214	263	188	147
ENSMUSG00000104396	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
ENSMUSG00000102481	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000005886	1740	1654	2027	1882	1481	2519	3361	3013	3113	3018	1893	1960	1205	934	1073
ENSMUSG00000093254	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000004451	4174	2888	2809	2815	3685	2565	2836	2772	2494	2296	3346	2675	3906	2977	3316
ENSMUSG00000101437	0	0	4	5	2	4	0	0	2	0	9	2	0	0	0
ENSMUSG00000103506	0	0	2	4	0	6	4	2	1	2	0	2	6	4	2
ENSMUSG00000098447	11	13	25	14	10	48	37	30	24	18	18	21	17	16	25
ENSMUSG00000103495	0	4	2	0	0	0	2	2	0	0	0	2	0	4	0
ENSMUSG00002076346	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSMUSG00000102639	0	4	0	0	0	2	0	0	3	0	0	0	0	1	0
ENSMUSG00000098923	563	458	413	407	493	509	582	473	444	373	524	653	640	499	603
ENSMUSG00000104170	0	0	0	0	0	2	0	0	0	2	0	2	0	4	0
ENSMUSG00000087782	3	0	0	0	0	2	2	0	0	5	0	0	0	0	0
ENSMUSG00000101731	2	0	0	0	0	0	4	0	2	0	0	0	0	0	0
ENSMUSG00000103085	8	2	16	6	2	7	30	2	15	28	22	8	0	12	13
ENSMUSG00000084505	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000102664	4	8	0	6	6	2	8	4	8	10	7	16	0	7	2
ENSMUSG00000101476	0	6	0	0	4	2	0	0	0	0	0	2	0	4	1
ENSMUSG00000101171	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000026496	2419	1627	1815	1425	2154	1873	1995	2123	1933	1872	2119	2161	727	2023	2376
ENSMUSG00000025935	6790	4949	4924	4364	5511	3215	3629	3489	3330	3172	3667	3870	2506	3531	4075
ENSMUSG00000025937	1589	1113	1173	1194	1346	1390	1478	1330	1445	1191	1146	1000	670	722	796
ENSMUSG00000102982	14	8	22	24	0	22	14	25	18	12	16	2	9	0	10
ENSMUSG00000067813	303	332	303	418	277	145	150	142	113	101	86	54	118	34	78
ENSMUSG00000077368	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000097711	0	0	0	2	0	0	0	0	0	4	9	2	2	0	6
ENSMUSG00000102166	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075174	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000104209	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101523	122	86	48	56	70	56	60	88	78	87	46	48	12	26	22
ENSMUSG00000026596	1138	1309	1266	1356	860	784	1201	1150	939	975	1770	1318	1656	656	756
ENSMUSG00000104293	6	8	9	2	9	7	14	13	18	10	24	18	10	27	20
ENSMUSG00000026219	8097	7867	8513	8388	6686	7114	9547	9054	8830	8155	8287	7448	6612	4062	4807
ENSMUSG00000103505	8	5	2	8	0	2	4	2	2	4	2	4	2	6	0
ENSMUSG00000104503	9	6	2	16	2	13	12	7	20	12	16	10	4	14	4
ENSMUSG00000073633	75	42	84	59	71	125	191	152	134	152	205	185	157	220	191
ENSMUSG00000026220	0	8	0	0	0	0	4	2	2	6	4	2	2	6	0
ENSMUSG00000118590	2	4	6	7	0	0	0	0	0	0	0	0	0	5	0
ENSMUSG00000099693	1	3	0	2	2	3	0	0	0	2	0	0	0	0	0
ENSMUSG00000026104	2200	2720	2077	3502	2042	1073	397	378	459	372	866	1105	223	2136	1586
ENSMUSG00000026383	919	648	628	612	699	472	601	625	508	591	858	511	483	446	437
ENSMUSG00000099569	0	4	3	10	4	0	0	0	0	6	0	0	0	4	6
ENSMUSG00000102687	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000060519	2050	1787	2025	2003	1833	1903	1978	1918	1749	1487	1935	1345	1546	1301	1411
ENSMUSG00000060743	12741	9734	11009	8875	11369	12104	12516	12394	12265	11140	9997	11841	9144	9961	11032
ENSMUSG00000073485	2	24	20	4	2	28	64	24	36	49	12	2	2	10	6
ENSMUSG00000084558	0	0	0	0	0	1	0	0	4	0	0	0	0	0	0
ENSMUSG00000038806	1160	951	958	791	908	910	973	1004	957	849	1045	1070	1406	864	837
ENSMUSG00000052477	5	6	8	3	10	2	0	0	2	6	0	0	0	17	2
ENSMUSG00000103979	1	3	0	1	2	2	6	2	4	1	2	5	0	4	2
ENSMUSG00000064281	23	4	10	5	20	0	7	7	4	8	4	13	8	15	12
ENSMUSG00002076475	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000118640	0	1	0	0	4	1	2	0	0	0	2	0	0	9	0
ENSMUSG00000104251	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000061852	0	0	0	5	2	0	0	0	0	1	0	0	0	0	0
ENSMUSG00000089976	1	2	2	0	1	4	0	0	0	0	0	0	1	0	0
ENSMUSG00000033557	5701	5095	5010	4928	4598	6228	7534	7024	6892	6411	5534	4960	3350	2811	3642
ENSMUSG00000102961	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000046057	20	4	6	1	12	0	2	1	4	0	2	4	0	9	2
ENSMUSG00000101279	4	4	0	0	0	0	1	0	0	0	0	4	0	1	0
ENSMUSG00000066652	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0
ENSMUSG00000025932	4	6	12	6	4	4	12	12	11	16	8	12	10	0	6
ENSMUSG00002075819	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000102588	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000054493	6	4	2	6	0	6	0	0	0	3	2	0	0	2	0
ENSMUSG00000089844	6	10	28	8	10	15	20	16	4	3	11	6	10	20	22
ENSMUSG00000073631	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000026520	2086	1705	1648	1527	1915	823	1031	1087	861	861	1703	1204	1816	1517	1922
ENSMUSG00000025930	23	9	21	9	9	25	6	13	8	18	8	6	0	8	28
ENSMUSG00000103492	0	0	0	0	0	6	0	0	0	2	0	0	0	0	0
